curvature,look_fw_curvature,n,alpha,delta,rec_diff
1.873919430558042,0.9040391409647658,0.03,-0.4,0.2356316042622115,0.2310623429654109
0.6779651412866528,0.6499610513057127,0.18,1.15,-0.314159274578433,-0.3187285358752337
-0.6520079664863423,-0.6271822949893765,0.0,-0.7566370614359172,0.3141592591502116,0.3187285204470123
0.6779651412866528,0.6499610513057127,0.18,0.0,-0.2835531827179796,-0.2881224440147802
1.873919430558042,0.9040391409647658,0.08,-0.7566370614359172,0.314159264557543,0.3095900032607424
0.8776850403991263,0.961279826665964,-0.03,0.2,-0.0723389722053697,-0.0769082335021703
0.6808031831132189,0.7292765439100657,-0.03,-1.2566370614359172,0.3141592743983847,0.3095900131015841
-0.8138949130408517,-0.7539977347252713,-0.075,0.4,-0.0994716257434091,-0.0949023644466085
-0.6520079664863423,-0.6271822949893765,0.055,0.0,-0.1005156853736409,-0.0959464240768402
-0.6520079664863423,-0.6271822949893765,0.155,-0.4,-0.0290274829634194,-0.0244582216666188
-0.7086612881870569,-0.7516264442997069,-0.0199999999999999,-0.4,0.2655599044094199,0.2701291657062205
-0.6226787264768596,-0.6400964183194529,-0.0099999999999999,0.0,0.0216231872216726,0.0261924485184732
0.5991746255536656,0.5935426134685385,0.03,0.9,-0.3141592699280949,-0.3187285312248956
1.252456565251903,1.4439015524961207,-0.1,0.0,0.1712498876285824,0.1666806263317818
-1.1820107702777445,-1.214279610604836,-0.15,0.2,0.1578093720820839,0.1623786333788846
-2.0114696519226394,-1.9866466506413103,0.0,-0.7566370614359172,0.314159255004329,0.3187285163011297
0.6779651412866528,0.6499610513057127,-0.075,0.4,-0.1024078384060403,-0.1069770997028409
0.650275895795265,-0.4274884594957489,0.0,-0.7566370614359172,0.3141592679401166,0.309590006643316
-0.8138949130408517,-0.7539977347252713,0.155,0.9,-0.3141592744363052,-0.3095900131395045
1.252456565251903,1.4439015524961207,-0.15,-1.2566370614359172,0.3141592741810674,0.3095900128842668
0.603570840920315,0.6185224942121409,-0.2,0.4,0.0899786726271416,0.085409411330341
-1.1192353053940052,-1.0031817779629555,0.08,0.4,-0.3141592548792839,-0.3095899935824833
1.1873791496553268,1.2219028763334885,0.13,0.2,-0.310677819356331,-0.3152470806531316
-0.9003435210523172,-0.9871311510648796,0.13,0.2,-0.3141590225115742,-0.3095897612147736
0.5991746255536656,0.5935426134685385,0.01,-0.2,0.0929124959286785,0.0883432346318779
-1.0411201351664563,-0.3145205627266815,0.105,-0.2,-0.0891997755426955,-0.0846305142458948
1.135788145974598,1.0299832957043902,-0.075,0.4,-0.1024767762332279,-0.1070460375300285
-1.80260401545591,-1.543506218409735,0.105,-0.2,-0.065620747860621,-0.0610514865638204
1.252456565251903,1.4439015524961207,-0.03,0.2,-0.0790081589389897,-0.0835774202357903
-1.80260401545591,-1.543506218409735,0.02,-1.2566370614359172,0.3141592721802287,0.3187285334770293
-0.5991746255536656,-0.6017357879142573,-0.075,0.3,-0.0396177360710532,-0.0350484747742525
1.1873791496553268,1.2219028763334885,-0.075,-0.7566370614359172,0.3141592727488601,0.3095900114520594
-1.80260401545591,-1.543506218409735,-0.03,-1.2566370614359172,0.3141592726780265,0.3187285339748271
-2.0114696519226394,-1.9866466506413103,-0.0499999999999999,-0.2,0.2215012523980302,0.2260705136948308
-1.80260401545591,-1.543506218409735,0.0,0.4,-0.2708535804824555,-0.2662843191856549
1.943619395276711,1.9724309963031323,-0.175,-0.2,0.3141592616889724,0.3095900003921717
-0.6226787264768596,-0.6400964183194529,-0.15,-1.2566370614359172,0.3141592746045178,0.3187285359013184
-0.8138949130408517,-0.7539977347252713,0.105,-0.2,-0.0666501520988586,-0.0620808908020579
-0.6520079664863423,-0.6271822949893765,-0.125,-0.4,0.3141592550535639,0.3187285163503645
-0.6226787264768596,-0.6400964183194529,0.13,0.2,-0.3141582053479831,-0.3095889440511825
1.873919430558042,0.9040391409647658,-0.2,-0.7566370614359172,0.3141592737895427,0.3095900124927421
0.650275895795265,-0.4274884594957489,0.01,-0.2,0.1395691464851068,0.1349998851883062
1.3574858511770282,1.2469946940893897,-0.0499999999999999,-0.2,0.2158557480789114,0.2112864867821108
-1.5118983591307604,-1.7707823796450544,0.02,0.2,-0.1474966674077732,-0.1429274061109725
-1.0411201351664563,-0.3145205627266815,-0.075,-0.7566370614359172,0.3141592677112829,0.3187285290080835
1.4297952792035464,2.024095652932377,0.105,-0.2,-0.0744291514227232,-0.0789984127195239
-0.6520079664863423,-0.6271822949893765,0.18,1.15,-0.3141592742777124,-0.3095900129809118
0.603570840920315,0.6185224942121409,0.08,0.4,-0.3141592091807099,-0.3187284704775105
0.603570840920315,0.6185224942121409,0.105,-0.2,-0.0723682396247427,-0.0769375009215433
-1.80260401545591,-1.543506218409735,0.03,-0.4,0.1808742440703099,0.1854435053671105
0.650275895795265,-0.4274884594957489,-0.03,-1.2566370614359172,0.3141592738723894,0.3095900125755888
1.7417645215514366,1.8882469824154675,-0.0199999999999999,0.9,-0.3141592630929743,-0.3187285243897749
0.5991746255536656,0.5935426134685385,0.105,-0.2,-0.0793235183322264,-0.083892779629027
-1.6264340944109743,-2.027453699387208,0.08,-0.7566370614359172,0.2857824021898984,0.290351663486699
0.6779651412866528,0.6499610513057127,-0.1,0.0,0.1779184701308379,0.1733492088340373
-0.5991746255536656,-0.6017357879142573,-0.175,-0.3,0.3141592589371926,0.3187285202339932
-0.6520079664863423,-0.6271822949893765,0.13,-1.2566370614359172,0.3141592705665973,0.3187285318633979
1.1873791496553268,1.2219028763334885,0.02,-1.2566370614359172,0.3141592741540263,0.3095900128572256
-1.6264340944109743,-2.027453699387208,-0.0099999999999999,0.0,0.0361377431401032,0.0407070044369038
-1.6264340944109743,-2.027453699387208,-0.125,0.9,-0.314159272261048,-0.3095900109642474
-1.1820107702777445,-1.214279610604836,-0.0199999999999999,-0.4,0.2689571390464805,0.2735264003432811
0.8351531591030978,0.7746267852647152,0.155,-0.4,-0.0353317680814363,-0.039901029378237
-0.7165699190734524,0.0008103060366023,0.155,0.9,-0.3141592749785338,-0.3095900136817332
-0.6520079664863423,-0.6271822949893765,-0.175,-0.2,0.3141592343092069,0.3187284956060076
-0.7165699190734524,0.0008103060366023,-0.15,0.2,0.1141717039260044,0.118740965222805
0.603570840920315,0.6185224942121409,-0.175,-0.2,0.3141592499309317,0.3095899886341311
-1.5118983591307604,-1.7707823796450544,0.03,0.9,-0.3141592736773991,-0.3095900123805985
-0.8138949130408517,-0.7539977347252713,-0.0099999999999999,0.0,0.0196100478355947,0.0241793091323953
-1.2678765884944252,-1.253863229850387,0.105,-0.2,-0.063640514113049,-0.0590712528162484
1.1873791496553268,1.2219028763334885,0.155,-0.4,-0.0453167234816192,-0.0498859847784199
-1.0411201351664563,-0.3145205627266815,0.08,-0.7566370614359172,0.259047136209606,0.2636163975064067
0.6808031831132189,0.7292765439100657,-0.0199999999999999,0.9,-0.31415926616389,-0.3187285274606907
0.8776850403991263,0.961279826665964,-0.0199999999999999,0.9,-0.3141592658146068,-0.3187285271114074
-1.1820107702777445,-1.214279610604836,-0.2,-0.7566370614359172,0.3141592719241174,0.318728533220918
-0.6520079664863423,-0.6271822949893765,0.01,-0.2,0.1047584313899928,0.1093276926867934
-1.1192353053940052,-1.0031817779629555,0.0,0.4,-0.2426423349130357,-0.238073073616235
0.6779651412866528,0.6499610513057127,0.08,0.4,-0.3141592030135516,-0.3187284643103522
0.6779651412866528,0.6499610513057127,0.155,-0.4,-0.0359696829427714,-0.040538944239572
1.873919430558042,0.9040391409647658,0.03,0.9,-0.3141592665375049,-0.3187285278343055
1.943619395276711,1.9724309963031323,0.13,-1.2566370614359172,0.3141592727897083,0.3095900114929077
1.7417645215514366,1.8882469824154675,0.03,-0.4,0.2126639097503572,0.2080946484535566
-0.8138949130408517,-0.7539977347252713,-0.1,0.0,0.1769718314478288,0.1815410927446294
-1.1192353053940052,-1.0031817779629555,-0.2,0.4,0.0961288225154724,0.100698083812273
-1.1820107702777445,-1.214279610604836,0.0,0.4,-0.2382712579758918,-0.2337019966790912
1.7417645215514366,1.8882469824154675,-0.03,0.2,-0.0761481653691488,-0.0807174266659494
0.6808031831132189,0.7292765439100657,-0.0499999999999999,-0.2,0.2114511436691425,0.2068818823723418
-0.7086612881870569,-0.7516264442997069,-0.075,-0.7566370614359172,0.3141592688381819,0.3187285301349825
-1.1820107702777445,-1.214279610604836,0.02,-1.2566370614359172,0.3141592727643866,0.3187285340611872
-0.8138949130408517,-0.7539977347252713,-0.15,-1.2566370614359172,0.3141592746444309,0.3187285359412315
1.4297952792035464,2.024095652932377,-0.0199999999999999,0.9,-0.3141592638562627,-0.3187285251530633
-1.0411201351664563,-0.3145205627266815,0.055,0.0,-0.122719367945148,-0.1181501066483474
-1.5118983591307604,-1.7707823796450544,-0.075,0.4,-0.0944457926025237,-0.089876531305723
1.4297952792035464,2.024095652932377,-0.15,0.2,0.1259681455286486,0.121398884231848
-1.1192353053940052,-1.0031817779629555,0.155,-0.4,-0.0281598409532924,-0.0235905796564917
-0.7165699190734524,0.0008103060366023,0.03,-0.4,0.1592447692783903,0.163814030575191
0.6779651412866528,0.6499610513057127,-0.03,0.2,-0.0677023053700892,-0.0722715666668898
0.8351531591030978,0.7746267852647152,-0.075,0.4,-0.1022008448575818,-0.1067701061543824
0.603570840920315,0.6185224942121409,-0.03,0.2,-0.0687862437075219,-0.0733555050043225
-0.7165699190734524,0.0008103060366023,-0.075,-0.7566370614359172,0.3141592688308364,0.3187285301276371
0.5991746255536656,0.5935426134685385,-0.0499999999999999,-0.3,0.2554916996156027,0.2509224383188021
